Code,EN,CN,Level
591211,Truck Despatcher,卡车调度员,S
591212,Import-Export Clerk,进出口文员,P
591212,Customs Broker,报关行,A
591212,Bond Clerk,债券文员,S
591212,Customs Agent,代理报关,S
591212,Wharf Tally Clerk,九龙仓理货员,S
599111,Conveyancer,产权转让,P
599111,Settlement Agent,结算代理,A
599112,Legal Executive,法律执行,P
599211,Clerk of Court,法院书记员,P
599212,Court Bailiff or Sheriff (Aus),法庭执达主任或警长（澳大利亚）,P
599212,Court Collections Officer (NZ),法院集合主任（ NZ ）,P
599212,Sheriff's Officer (Aus),警长主任（澳大利亚）,S
599213,Court Orderly (Aus),法庭秩序（AUS）,P
599213,Court Registry Officer (NZ),法院登记处主任（ NZ ）,P
599213,Court Attendant,法院服务员,A
599213,Court Officer,法院官员,A
599213,Court Usher,法院亚瑟,S
599214,Law Clerk,律政书记,P
599214,Legal Clerk,法律文员,A
599215,Trust Officer,信托官,P
599215,Trust Clerk,信托书记,A
599311,Debt Collector,讨债,P
599311,Debt Recovery Officer,债务追讨员,A
599311,Mercantile Agent (Aus),商业代理（AUS）,A
599311,Collection Agent,收款代理人,S
599311,Collection Officer,收集员,S
599311,Repossession Agent,收楼代理,S
599411,Human Resources Clerk,人力资源文员,P
599411,Employment Office Clerk,就业办公室文员,A
599411,Human Resources Records Clerk,人力资源记录员,A
599411,Personnel Records Clerk,人事档案文员,A
599411,Psychological Examiner (Army),心理考官（陆军）,S
599411,Roster Clerk,文员名册,S
599511,Customs Officer,稽查,P
599511,Customs Inspector,海关督察,A
599511,Customs Investigator,海关调查,S
599512,Immigration Officer,入境事务主任,P
599513,Motor Vehicle Licence Examiner,汽车牌照考官,P
599514,Noxious Weeds and Pest Inspector,有害杂草和害虫督察,P
599514,Biosecurity Officer (Weeds and Pests),生物安全主任（杂草和病虫害）,A
599515,Social Security Assessor,社会安全评估,P
599516,Taxation Inspector,税务督察,P
599517,Train Examiner,火车考官,P
599517,Locomotive Inspector,机车督察,S
599518,Transport Operations Inspector,运输营运督察,P
599518,Bus Inspector,巴士督察,S
599518,Tram Inspector,电车督察,S
599521,Water Inspector,水督察,P
599521,Boring Inspector,无聊督察,S
599521,Stream Control Officer,流控制主任,S
599599,Inspectors and Regulatory Officers nec,检查员和监管员制造业,P
599599,Dog Catcher,狗的守望者,N
599599,Technician Preventative Medicine (Army),技术员预防医学（陆军）,N
599599,Trade Mark Examiner (Aus),商标审查员（AUS）,N
599599,Travel Accommodation Inspector,旅游住宿督察,N
599599,Weights and Measures Inspector,度量衡督察,N
599611,Insurance Investigator,保险调查,P
599612,Insurance Loss Adjuster,保险理赔,P
599612,Insurance Loss Assessor,保险损失评估员,A
599613,Insurance Risk Surveyor,保险风险测量师,P
599711,Library Assistant,图书馆助理,P
599711,Library Attendant,图书馆助理,A
599711,Library Clerk,图书馆员,A
599912,"Production Assistant (Film, Television, Radio or Stage)",制作助理（电影，电视，收音机或舞台）,P
599913,Proof Reader,校对,P
599914,Radio Despatcher,无线电调度员,P
599914,Communications Controller,通信控制器,A
599914,Control Room Operator,控制室操作员,A
599915,Clinical Coder,临床编码器,P
599916,Facilities Administrator,设施管理,P
599916,Facilities Assistant,设施助理,A
599916,Facilities Coordinator,设施协调员,A
599916,Facilities Officer,设施主任,A
599999,Clerical and Administrative Workers nec,文书和行政工作人员NEC,P
599999,Coding Clerk,编码员,N
599999,Examination Supervisor,考试主管,N
599999,Train Planner,火车规划,N
599999,Travel Clerk,旅行办事员,N
611111,Auctioneer ,拍卖,P
611112,Stock and Station Agent ,股票及站代理,P
611211,Insurance Agent ,保险公司,P
611211,Insurance Underwriter ,保险包销商,S
611211,Life Assurance Representative ,人寿保险代表,S
611311,Sales Representative (Building and Plumbing Supplies) ,销售代表（建筑及水暖用品）,P
611312,Sales Representative (Business Services) ,销售代表（商务服务）,P
611312,Sales Representative (Advertising) ,销售代表（广告）,S
611312,Sales Representative (Printing) ,销售代表（印刷）,S
611313,Sales Representative (Motor Vehicle Parts and Accessories) ,销售代表（汽车零配件）,P
611314,Sales Representative (Personal and Household Goods) ,销售代表（个人及家庭用品）,P
611399,Sales Representatives nec ,销售代表NEC,P
611399,Sales Representative (Jewellery and Watches) ,销售代表（珠宝和手表）,N
611399,Sales Representative (Musical Goods) ,销售代表（音乐商品）,N
611399,Sales Representative (Photographic Equipment and Supplies) ,销售代表（摄影器材及用品）,N
612111,Business Broker ,商业经纪人,P
612111,Business Agent ,商务代理,A
612111,Franchise Broker ,专营经纪人,S
612112,Property Manager ,物业经理,P
612112,Body Corporate Manager ,法人团体经理,S
612113,Real Estate Agency Licensee (NZ) ,地产代理持牌人（ NZ ）,P
612113,Real Estate Agency Principal (Aus) ,地产代理校长（澳大利亚）,P
612114,Real Estate Agent ,房地产代理,P
612115,Real Estate Representative ,房地产代表,P
612115,Real Estate Salesperson ,房地产销售人员,A
612115,Real Estate Subagent ,房地产子代理,A
612115,Property Portfolio Officer ,物业组合官,S
621111,Sales Assistant (General) ,销售助理（一般）,P
621111,Retail Sales Assistant ,零售销售助理,A
621111,Clothing Sales Assistant ,服装销售助理,S
621111,Cosmetic Sales Assistant ,化妆品销售助理,S
621111,Fast Food Sales Assistant ,快餐销售助理,S
621111,Hardware Sales Assistant ,硬件销售助理,S
621211,ICT Sales Assistant ,信息和通信技术销售助理,P
621211,Mobile Phone Salesperson ,手机销售员,S
621311,Motor Vehicle or Caravan Salesperson ,汽车或大篷车推销员,P
621311,Motor Vehicle Salesperson ,汽车销售员,A
621311,Fleet Salesperson ,船队营业员,S
621312,Automotive Parts Salesperson (NZ) ,汽车配件销售员（ NZ ）,P
621312,Motor Vehicle Parts Interpreter (Aus) ,汽车零部件口译（澳大利亚）,P
621312,Automotive Parts Interpreter ,汽车零部件口译,A
621411,Pharmacy Sales Assistant ,药店销售助理,P
621511,Retail Supervisor ,零售主管,P
621511,Checkout Supervisor ,结帐监,A
621511,Sales Department Supervisor ,销售部主管,A
621611,Service Station Attendant ,服务站服务员,P
621611,Driveway Attendant ,车道服务员,A
621711,Cash Van Salesperson ,现金范推销员,P
621711,Ice-cream Van Vendor ,雪糕车的供应商,S
621711,Milk Vendor ,牛奶供应商,S
621712,Door-to-door Salesperson ,门对门销售人员,P
621712,Door-to-door Fundraising Collector ,门对门筹款集电极,S
621712,Party Plan Salesperson ,党计划销售员,S
621713,Street Vendor ,摆地摊,P
621713,Market Stall Vendor ,市场摊位供应商,S
621911,Materials Recycler ,材料回收商,P
621911,Scrap Materials Buyer ,废料买家,A
621911,Automotive Dismantler ,汽车拆迁,S
621911,Bottle Dealer ,瓶子经销商,S
621911,Waste Recycler ,废物回收商,S
621912,Rental Salesperson ,租赁营业员,P
621912,Rental Clerk ,租赁书记,A
621912,Car Rental Sales Assistant ,租车销售助理,S
621912,Industrial Hire Sales Assistant ,工业雇用销售助理,S
621912,Video Library Assistant ,视频图书馆助理,S
621999,Sales Assistants and Salespersons nec ,销售助理和销售人员NEC,P
621999,Carpet Measurer ,地毯测量仪,N
621999,Lotteries Agent ,彩票代理,N
621999,Swimming Pool Salesperson ,游泳池推销员,N
631111,Checkout Operator ,结帐操作,P
631111,Service Station Console Operator ,服务站控制台操作,S
631112,Office Cashier ,办公室出纳,P
631112,Cashier ,出纳员,A
639111,Model ,模型,P
639112,Sales Demonstrator ,销售演示,P
639112,Merchandiser ,跟单员,A
639211,Retail Buyer ,零售买家,P
639211,Merchandise Planner ,商品规划,S
639212,Wool Buyer ,羊毛买家,P
639311,Telemarketer ,电话推销员,P
639411,Ticket Seller ,售票员,P
639411,Booking Clerk ,售票员,S
639411,Reservations Clerk ,订房部文员,S
639412,Transport Conductor ,交通指挥,P
639511,Visual Merchandiser ,视觉营销,P
639511,Window Dresser ,窗口梳妆台,A
639911,Other Sales Support Worker ,其它销售支持工,P
639911,Mystery Shopper ,神秘顾客,S
639911,Personal Shopper,个人购物,S
711111,Clay Products Machine Operator ,粘土制品机械操作员,P
711111,Brick Extruder Operator ,砖挤出机操作员,S
711111,Porcelain Turner ,瓷特纳,S
711111,Slip Caster ,滑脚轮,S
711112,Concrete Products Machine Operator ,混凝土制品机械操作员,P
711112,Concrete Pipe Machine Operator ,水泥制管机操作员,S
711112,Concrete Precast Moulder ,混凝土预制整型机,S
711112,Concrete Tile Machine Operator ,混凝土彩瓦机操作员,S
711113,Glass Production Machine Operator ,玻璃生产机械操作员,P
711113,Glass Furnace Operator ,玻璃熔窑操作员,S
711113,Glass Laminating Operator ,玻璃夹层操作,S
711113,Glass Maker ,玻璃制造商,S
711113,Glass Melt Operator ,玻璃熔操作,S
711113,Glass Toughening Operator ,玻璃钢化操作,S
711113,Glassware Maker ,玻璃器皿制造商,S
711114,Stone Processing Machine Operator ,石材加工机操作工,P
711114,Marble Cutter ,石材切割机,S
711114,Stone Polisher ,石材抛光机,S
711114,Stone Sawyer ,石索耶,S
711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec ",粘土，混凝土，玻璃和石材加工机械操作工制造业,P
711199,Brake Lining Maker ,刹车片制造商,N
711199,Fibre Cement Moulder ,纤维水泥整型机,N
711199,Plaster Caster ,石膏脚轮,N
711199,Plaster Machine Operator ,抹灰机操作员,N
711211,Industrial Spraypainter ,工业Spraypainter,P
711211,Powder Coater ,粉末涂布机,S
711211,Rust Proofer ,防锈打样机,S
711311,Paper Products Machine Operator ,纸制品机械操作员,P
711311,Carton Making Machinist ,纸箱制作机械师,S
711311,Embosser ,压花,S
711311,Paper Bag Making Machinist ,纸袋机械师,S
711313,Sawmilling Operator ,木工操作,P
711313,Sawmiller ,Sawmiller,A
711313,Band Saw Operator ,带锯机操作员,S
711313,Beam Saw Operator ,梁锯操作,S
711313,Cant Gang Sawyer ,着刚索耶,S
711313,Resawyer ,Resawyer,S
711313,Ripsaw Operator ,粗齿锯操作,S
711314,Other Wood Processing Machine Operator ,其他木材加工机操作工,P
711314,Debarker Operator ,剥皮机操作员,S
711314,Docking Saw Operator ,对接锯操作,S
711314,Log Preparer ,编制人登录,S
711314,Plywood and Veneer Repairer ,胶合板及单板修理工,S
711314,Sawmill Moulder Operator ,锯木厂整型机操作员,S
711314,Veneer Production Machine Operator ,单板生产机械操作员,S
711411,Photographic Developer and Printer ,照相显影剂和打印机,P
711411,Copy Camera Operator ,复制摄像机操作,S
711411,Dark Room Attendant ,暗客房服务员,S
711411,Digital Photographic Printer ,数码摄影打印机,S
711411,Film Process Operator ,薄膜工艺操作,S
711411,Minilab Operator ,彩扩机操作员,S
711411,Photographic Enlarger Operator ,照片放大机操作员,S
711411,Silver Recovery Operator (Aus) ,白银恢复操作（澳大利亚）,S
711411,Slide Developer ,幻灯开发,S
711511,Plastic Cablemaking Machine Operator ,塑料Cablemaking机操作员,P
711511,Insulation Extruder Operator ,绝缘挤出机操作员,S
711511,Optic Fibre Drawer ,光纤光纤抽屉,S
711511,Wire Drawer (Plastics) ,电线抽屉（塑料）,S
711512,Plastic Compounding and Reclamation Machine Operator ,塑胶混料和复垦机操作员,P
711512,Pelletising Extruder Operator ,造粒挤出机操作员,S
711512,Powder Hand (Plastics) ,粉手（塑料）,S
711512,Shredder/Granulator Operator ,碎纸机/制粒机操作员,S
711513,Plastics Fabricator or Welder ,塑料加工商或焊机,P
711513,Acrylic Fabricator ,亚克力加工厂,S
711513,Vinyl Welder and Fabricator ,乙烯基焊机及加工厂,S
711514,Plastics Production Machine Operator (General) ,塑料生产机械操作员（一般）,P
711514,Blow Moulding Machine Operator ,吹瓶机操作员,S
711514,Extruding Machine Operator (Plastics) ,挤出机操作员（塑胶）,S
711514,Injection Moulding Machine Operator (Plastics) ,注塑机操作工（塑料）,S
711514,Lamination Machine Operator ,复合机操作员,S
711514,Plastic Production Machine Setter ,塑料生产机械二传手,S
711514,Rotational Moulding Operator (Plastics) ,滚塑成型操作员（塑胶）,S
711515,Reinforced Plastic and Composite Production Worker ,增强塑料合成工,P
711515,Fibreglass Gun Hand ,玻璃纤维喷枪手,S
711515,Fibreglass Laminator ,玻璃纤维层压机,S
711515,Resin Transfer Moulding Machine Operator ,树脂传递模塑机操作员,S
711516,Rubber Production Machine Operator ,橡胶生产机械操作员,P
711516,Rubber Belt Splicer ,橡胶带熔接机,S
711516,Rubber Compounder ,橡胶复合生产,S
711516,Rubber Extrusion Machine Operator ,橡胶挤出机操作员,S
711516,Rubber Knitting and Reinforcing Machine Operator ,橡胶针织及加固机械操作员,S
711516,Rubber Moulding Machine Operator ,橡胶成型机操作员,S
711516,Rubber Roller Grinder Operator ,胶辊磨床操作,S
711516,Tyre Builder ,轮胎生成器,S
711516,Tyre Retreader ,轮胎Retreader,S
711599,Plastics and Rubber Production Machine Operators nec ,塑料和橡胶制品机械操作工制造业,P
711599,Thermoforming Machine Operator ,热成型机操作员,N
711611,Sewing Machinist ,缝纫机械师,P
711611,Embroiderer ,绣花,S
711711,Footwear Production Machine Operator ,鞋类生产机械操作员,P
711711,Shoemaking Cutter ,制鞋刀,S
711711,Shoemaking Finisher ,制鞋装订,S
711712,Hide and Skin Processing Machine Operator ,隐藏和皮肤加工机操作工,P
711712,Leather Production Machine Operator ,皮革生产机械操作员,A
711712,Fellmongering Machine Operator ,Fellmongering机操作员,S
711712,Hide and Skin Fleshing Machine Operator ,隐藏和皮肤去肉机操作员,S
711712,Sammying Machine Operator ,Sammying机操作员,S
711712,Tanner ,皮匠,S
711713,Knitting Machine Operator ,针织机织工,P
711713,Textile Knitter ,纺织编织,A
711713,Flat Bed Knitter ,平床编织,S
711713,Warp Knitter ,经线编织,S
711714,Textile Dyeing and Finishing Machine Operator ,纺织染整机械操作员,P
711714,Textile Dyer ,纺织代尔,S
711714,Textile Finisher ,纺织装订,S
711715,Weaving Machine Operator ,织布机操作员,P
711715,Loom Operator ,织机操作,A
711715,Beamer ,默,S
711715,Carpet Weaver ,地毯韦弗,S
711715,Warper ,整经机,S
711716,Yarn Carding and Spinning Machine Operator ,纱梳理和纺纱机操作员,P
711716,Cotton Ginner ,棉花轧棉,S
711716,Gill Box Operator ,针梳机操作员,S
711716,Yarn Comber ,精梳棉纱,S
711716,Yarn Texture Machine Operator ,纹理纱机操作员,S
711799,Textile and Footwear Production Machine Operators nec ,纺织品和鞋类生产机械操作工制造业,P
711799,Feltmaker ,Feltmaker,N
711799,Net Maker ,净水壶,N
711799,Rope Making Machine Operator ,绳机操作员,N
711799,Tufting Machine Operator ,簇绒机操作员,N
711911,Chemical Production Machine Operator ,化工生产机械操作员,P
711911,Bullet Maker ,子弹壶,S
711911,Candle Maker ,蜡烛制造商,S
711911,Cosmetics Machine Operator ,化妆品机械操作员,S
711911,Explosives Mixer Operator ,炸药搅拌机操作员,S
711911,Nitrocellulose Maker ,硝化棉制造商,S
711911,Paint Tinter ,油漆色母,S
711911,Tablet Making Machine Operator ,平板电脑制造机操作员,S
711912,Motion Picture Projectionist ,电影放映员,P
711913,Sand Blaster ,喷砂,P
711914,Sterilisation Technician ,灭菌技术员,P
711999,Machine Operators nec ,机器操作NEC,P
711999,Amusement Ride Operator ,游乐设施操作员,N
711999,Asbestos Remover ,石棉卸妆,N
711999,Brush Maker ,刷机,N
711999,Film Cutter ,薄膜分切刀,N
711999,Pressurised Container Filler ,密封容器灌装机,N
711999,Remotely Operated Vehicle (ROV) Pilot ,遥控潜水器（ROV ）试点,N
711999,Venetian Blind Machine Operator ,百叶帘机操作员,N
712111,"Crane, Hoist or Lift Operator ",起重机，起重机或升降机操作员,P
712111,Chairlift Operator ,缆车操作员,S
712111,Cherry Picker Operator ,樱桃采摘操作,S
712111,Elevated Work Platform Operator ,高架工作平台运营商,S
712111,Pile Driver ,桩机,S
712111,Portainer Operator ,岸桥操作员,S
712111,Tower Crane Operator ,塔式起重机操作员,S
712111,Winch Operator ,绞车操作员,S
712211,Driller ,钻,P
712211,Drilling Plant Operator ,钻井机械操作工,A
712211,Directional Driller ,定向钻机,S
712211,Exploration Driller ,勘探钻机,S
712211,Jumbo Operator ,珍宝操作,S
712211,Power Tong Operator ,动力钳操作员,S
712211,Raise Drill Operator ,反井钻机操作员,S
712211,Rig Manager ,平台经理,S
712211,Rock Drill Operator ,凿岩机操作员,S
712211,Stope Miner ,采场矿工,S
712211,Tool Pusher ,工具推,S
712212,Miner ,矿工,P
712212,Mining Plant Operator ,矿山机械操作工,A
712212,Bogger Operator ,Bogger操作,S
712212,Coal Cutter ,采煤机,S
712212,Dragline Operator ,拉铲挖掘机操作员,S
712212,Opal Miner ,蛋白石矿工,S
712212,Underground Truck Operator ,地下铲车操作员,S
712213,Shot Firer ,引爆手,P
712213,Powder Monkey (Aus) ,粉猴（AUS）,A
712311,Engineering Production Worker ,工程生产工人,P
712311,Alumina Refinery Operator ,氧化铝精炼厂操作员,S
712311,Arc Welder ,弧焊机,S
712311,Brake Press Operator ,刹车按下操作,S
712311,Computer Numeric Control Machine Operator ,计算机数字控制机床操作,S
712311,Foundry Operator ,铸造操作,S
712311,Furnace Operator (Metals) ,炉操作员（金属）,S
712311,Kiln Operator (Metals) ,窑操作员（金属）,S
712311,Metal Rolling Mill Operator ,金属轧机操作员,S
712311,Sheetmetal Worker (Second Class) ,钣金技工（二等）,S
712311,Tool Setter ,对刀仪,S
712311,Turret Punch Operator ,转塔冲床操作员,S
712911,Boiler or Engine Operator ,锅炉或发动机操作,P
712911,Airconditioning Plant Operator ,空调机械操作工,S
712911,Marine Engine Driver ,船用发动机驱动程序,S
712911,Motorman/woman (Fluids Drilling) ,机工/女（流体钻孔）,S
712911,Refrigeration Plant Operator ,制冷机械操作工,S
712912,Bulk Materials Handling Plant Operator ,散货物料处理机械操作工,P
712912,Bulk Fluids Handler ,散装流体处理程序,S
712912,Conveyor Belt Operator ,输送带操作,S
712912,Grain Handler ,粮食处理程序,S
712912,Palletiser Operator ,码垛机操作员,S
712912,Tank Farm Operator (Petroleum) ,油库操作员（石油）,S
712913,Cement Production Plant Operator ,水泥生产机械操作工,P
712913,Cement Crusher Operator ,水泥破碎机操作员,S
712913,Cement Despatch Operator ,水泥寄发操作,S
712913,Cement Grinding Mill Operator ,水泥磨操作员,S
712913,Cement Kiln Operator ,水泥窑操作员,S
712914,Concrete Batching Plant Operator ,混凝土搅拌站操作员,P
712914,Premix Concrete Batcher ,预混料混凝土配料机,S
712915,Concrete Pump Operator ,混凝土泵车操作员,P
712915,Concrete Boom Operator ,混凝土臂架操作,S
712916,Paper and Pulp Mill Operator ,纸和纸浆厂操作员,P
712916,Paper Machine Operator ,造纸机操作员,A
712916,Paper Maker ,造纸机,A
712916,Bleach Plant Operator ,漂白机械操作工,S
712916,Dryerman/woman (Paper Mill) ,Dryerman /女（造纸厂）,S
712916,Fourdrinier Machine Operator ,长网造纸机操作员,S
712916,Inverform Machine Operator ,Inverform机操作员,S
712916,Paper Rewinder Operator ,纸复卷机操作员,S
712916,Paperboard Machine Operator ,纸板机操作员,S
712917,Railway Signal Operator ,铁路信号操作,P
712917,Railway Switching and Signalling Operator ,铁路交换和信令操作,A
712917,Railway Shunter ,铁尾调,S
712917,Railway Yard Assistant ,铁路站场助理,S
712918,Train Controller ,火车控制器,P
712921,Waste Water or Water Plant Operator ,废水和自来水厂操作员,P
712922,Weighbridge Operator ,地秤操作员,P
712922,Licensed Weigher ,行货秤,S
712999,Stationary Plant Operators nec ,固定设备操作工制造业,P
712999,Air Compressor Operator ,空压机操作员,N
712999,Beverage Distiller ,酿酒饮料,N
712999,Bitumen Plant Operator ,沥青机械操作工,N
712999,Crematorium Operator ,火葬场操作员,N
712999,Lock Master (Water Transport) ,主锁（水运）,N
712999,Snow Maker ,雪机,N
712999,Timber Treatment Plant Operator ,木材处理厂操作员,N
712999,Wash Plant Operator ,洗涤机械操作工,N
721111,Agricultural and Horticultural Mobile Plant Operator ,农业和园艺移动机械操作工,P
721111,Cotton Picking Machine Operator (Aus) ,棉花采摘机操作员（澳洲）,S
721111,Harvester Operator ,收割机操作员,S
721111,Tractor Operator ,拖拉机操作员,S
721112,Forwarder Operator ,货代操作员,S
721112,Skidder Operator ,集材机操作员,S
721112,Tree Feller Operator ,树伐木操作,S
721211,Earthmoving Plant Operator (General) ,土方机械操作工（一般）,P
721211,Construction Plant Operator (General) ,建筑机械操作工（一般）,A
721212,Backhoe Operator ,反铲挖土机操作员,P
721213,Bulldozer Operator ,推土机操作员,P
721213,Scraper Operator (Earthmoving) ,铲运机操作员（土方）,S
721214,Excavator Operator ,挖掘机操作员,P
721214,Hydraulic Rockbreaker Operator ,液压碎石者操作,S
721214,Trench Digging Machine Operator ,战壕挖机操作员,S
721215,Grader Operator ,平地机操作员,P
721216,Loader Operator ,装载机操作员,P
721216,Bobcat Operator ,山猫操作员,S
721216,Front-end Loader Operator ,前端装载机操作员,S
721311,Forklift Driver ,叉车司机,P
721311,Fork Truck Operator ,叉车操作员,A
721311,Forklift Operator ,叉车操作员,A
721311,Reach Truck Operator ,前移式叉车操作员,S
721911,Aircraft Baggage Handler and Airline Ground Crew ,飞机行李搬运和??航空公司地勤人员,P
721911,Ramp Agent ,斜坡代理,S
721912,Linemarker ,Linemarker,P
721912,Road Marker ,道路标记,S
721913,Paving Plant Operator ,摊铺机械操作工,P
721914,Railway Track Plant Operator ,铁路轨道机械操作工,P
721915,Road Roller Operator ,压路机操作员,P
721916,Streetsweeper Operator ,Streetsweeper操作,P
721999,Mobile Plant Operators nec ,移动设备操作工制造业,P
721999,Cable Ferry Operator ,电缆渡轮运营商,N
721999,Dredge Operator ,疏通操作,N
721999,Mulcher Operator ,松土机操作员,N
721999,Snow Groomer ,雪美容师,N
721999,Straddle Carrier Operator ,跨运车操作员,N
721999,Tunneller ,掘进,N
731111,Chauffeur ,司机,P
731111,Hire Car Driver ,出租汽车司机,S
731111,Limousine Driver ,轿车司机,S
731112,Taxi Driver ,出租车司机,P
731199,Automobile Drivers nec ,汽车司机NEC,P
731199,Oversize Load Pilot Escort ,超大负荷试护航,N
731199,Rental Car Ferry Driver ,租车客运司机,N
731211,Bus Driver ,总线驱动器,P
731211,Minibus Driver ,小巴司机,S
731211,School Bus Driver ,校车司机,S
731212,Charter and Tour Bus Driver ,包机和观光巴士司机,P
731212,Coach Tour Driver ,教练之旅司机,S
731213,Passenger Coach Driver ,客车司机,P
731311,Train Driver ,火车司机,P
731311,Locomotive Driver ,机车司机,A
731311,Electric Train Driver ,电动火车司机,S
731311,Fireperson (Railway) ,Fireperson （铁路）,S
731311,Locomotive Observer ,机车观察,S
731311,Rail Car Driver ,轨道车司机,S
731311,Steam Train Driver ,蒸汽火车司机,S
731312,Tram Driver ,电车司机,P
732111,Delivery Driver ,送货司机,P
732111,Van Driver ,面包车司机,A
732111,Fast Food Delivery Driver ,快餐配送司机,S
732111,Grocery Deliverer ,超市的拯救者,S
732111,Meals on Wheels Driver ,车轮上的驱动餐,S
732111,Taxi Truck Driver ,的士车司机,S
733111,Truck Driver (General) ,卡车司机（一般）,P
733111,Cement Mixer Driver ,水泥搅拌车司机,S
733111,Compactor Driver (Rubbish Collection) ,压实机驱动程序（垃圾收集）,S
733111,Haulpak Driver ,Haulpak驱动程序,S
733111,Kaitaraiwa Taraka (NZ) ,Kaitaraiwa Taraka （ NZ ）,S
733111,Livestock Haulier ,牲畜运输者,S
733111,Logging Truck Driver ,测井车司机,S
733111,Road Train Driver ,路火车司机,S
733111,Tilt Tray Driver ,倾斜盘驱动器,S
733112,Aircraft Refueller ,飞机加油车,P
733112,Ground Crewman Aircraft Support (Army) ,地面空勤飞机支援（陆军）,S
733113,Furniture Removalist ,家具Removalist,P
733113,Office Mover ,捷运局,S
733114,Tanker Driver ,油罐车司机,P
733114,Milk Tanker Driver ,奶罐车司机,S
733114,Petrol Tanker Driver ,汽油油罐车司机,S
733114,Water Tanker Driver ,水罐车司机,S
733115,Tow Truck Driver ,拖车司机,P
733115,Mechanic Recovery (Army) ,机械师恢复（陆军）,S
741111,Storeperson ,Storeperson,P
741111,Stores Assistant ,商店助理,A
741111,Warehouse Assistant ,仓务员,A
741111,Chiller Hand ,冷水机手,S
741111,Manufacturing Storeperson ,制造Storeperson,S
741111,Operator Supply (Army) ,运营商供应（陆军）,S
741111,Order Picker/Assembler ,拣选叉车/汇编,S
741111,Stores Despatch Hand ,商店寄发手,S
741111,Stores Naval (Navy),商店海军（海军）,S
811111,Car Detailer,汽车设计员,P
811111,Vehicle Detailer,车辆设计员,A
811211,Commercial Cleaner,商业清洁,P
811211,Aircraft Cabin Cleaner,飞机客舱清洁,S
811211,School Cleaner,学校清洁,S
811311,Domestic Cleaner,国内清洁,P
811411,Commercial Housekeeper,商业管家,P
811412,Domestic Housekeeper,国内管家,P
811511,Laundry Worker (General),洗衣工人（一般）,P
811511,Folding Machine Operator,折页机操作员,S
811511,Linen Sorter,亚麻分拣机,S
811512,Drycleaner,干洗店,P
811513,Ironer or Presser,熨烫机或压,P
811611,Carpet Cleaner,地毯清洗机,P
811611,Upholstery Cleaner,内饰清洗剂,S
811612,Window Cleaner,窗口清洁,P
811699,Cleaners nec,清洁工NEC,P
811699,Chimney Sweep,扫烟囱的人,N
811699,Graffiti Cleaner,涂鸦清洁,N
811699,High Pressure Cleaner,高压清洗机,N
811699,Swimming Pool Cleaner,游泳池清洁,N
821111,Builder's Labourer,建筑工地杂工,P
821111,Construction Worker,建筑工人,A
821111,Bricklayer's Assistant,瓦工助理,S
821111,Carpenter's Assistant,木匠的助手,S
821111,Tiler's Assistant,铺瓦工助理,S
821112,"Drainage, Sewerage and Stormwater Labourer",排水，排污和雨水劳动者,P
821113,Earthmoving Labourer,土方杂工,P
821113,Grave Digger,掘墓人,S
821114,Plumber's Assistant,水管工的助理,P
821211,Concreter,Concreter,P
821211,Concrete Worker,混凝土工,A
821311,Fencer,剑客,P
821311,Fence Erector,竖栅栏,A
821411,Building Insulation Installer,建筑隔热材料安装,P
821411,Window Tinter (Building),窗口色母??（大厦）,S
821412,Home Improvement Installer,家庭装修安装,P
821412,Awning Installer,雨篷安装,S
821412,Carport Erector,车棚竖,S
821412,Curtain Fitter,窗帘钳工,S
821412,Security Door Installer,防盗门安装,S
821412,Shower Screen Installer,淋浴屏安装,S
821511,Paving and Surfacing Labourer,摊铺和堆焊劳动者,P
821611,Railway Track Worker,铁路轨道工,P
821611,Track Inspector,跟踪督察,S
821711,Construction Rigger,施工索具,P
821712,Scaffolder,棚架,P
821713,Steel Fixer,钢铁定影液,P
821714,Structural Steel Erector,结构钢架工,P
821911,Crane Chaser,起重机驱逐舰,P
821911,Dogman/woman,DOGMAN /女人,S
821911,Slinger,斯林格,S
821912,Driller's Assistant,司钻助理,P
821912,Driller's Offsider,司钻Offsider,A
821912,Roustabout (Oil and Gas),打杂工（石油和天然气）,A
821912,Derrick Hand,德里克 - 手,S
821912,Roughneck,钻工,S
821912,Well Treatment Offsider,以及治疗Offsider,S
821913,Lagger,惯犯,P
821914,Mining Support Worker,矿业工人支持,P
821914,Mineral Ore Processing Labourer,矿物选矿杂工,A
821914,Pit Crew Support Worker,维修人员支援人员,S
821915,Surveyor's Assistant,测量师助理,P
821915,Geological Survey Field Assistant,地质调查局农林助理员,S
821915,Seismic Survey Assistant,地震勘探助理,S
831111,Baking Factory Worker,烘焙工厂工人,P
831111,Biscuit Factory Worker,饼干厂工人,S
831111,Bread Room Hand,馒头房手,S
831112,Brewery Worker,啤酒厂工人,P
831113,Confectionery Maker,糖果制造商,P
831113,Chocolate Maker,巧克力制造商,S
831114,Dairy Products Maker,乳制品制造商,P
831114,Butter Maker,黄油机,S
831114,Cheese Factory Worker,奶酪厂工人,S
831114,Cheese Maker,奶酪生产商,S
831114,Milk Processing Worker,牛奶加工工人,S
831114,Milk Treater,牛奶处理机,S
831114,Pasteuriser Operator,杀菌操作,S
