rccn,rc,statecn,state,rcid,topicid
德克萨斯州区域中心,"Texan Regional Center, LLC",德克萨斯,Texas,ID1331251277,14911
德州海岸区域中心,Texas Coast Regional Center Corporation,德克萨斯,Texas,ID1509651743,14912
德州EB-5区域中心,Texas EB-5 Regional Center,德克萨斯,Texas,ID1132550355,14913
美国金太平洋区域中心,"Texas Golden Pacific , LLC",德克萨斯,Texas,ID1224950751,14914
德州成长基金区域中心有限责任公司,"Texas Growth Fund Regional Center, LLC",德克萨斯,Texas,ID1400651622,14915
德克萨斯投资移民中心,"Texas Investment Regional Center, LLC",德克萨斯,Texas,ID1225450756,14916
德州孤星有限责任公司,"Texas Lone Star Enterprises, LLC",德克萨斯,Texas,ID1031910056,14917
得克萨斯州矿业和资源中心有限责任公司,"Texas Mining & Resource Center, LLC",德克萨斯,Texas,ID1430151945,14918
德克萨斯州区域中心,"Texas Regional Center, LLC",德克萨斯,Texas,ID1224050740,14919
德州财​​富区域中心,"Texas Regional Fortune Center, LLC",德克萨斯,Texas,ID1213750656,14920
德州 城市三角区域中心,Texas Urban Triangle Regional Center LLC,德克萨斯,Texas,ID1108950188,14921
劳伦斯经济发展公司,The Lawrence Economic Development Corporation,俄亥俄,Ohio,ID1410051727,14922
美国中部区域中心,"The Mid-American Regional Center, LLC",印第安纳,Indiana,ID1323951203,14923
新墨西哥州区域中心,The New Mexico Regional Center,新墨西哥,New Mexico,ID1304651088,14924
Z全球合作区域中心,The Z Global Corporation Regional Center,加利福尼亚,California,ID1034350095,14925
Three Streams大西洋中部地区中心,Three Streams Mid-Atlantic Regional Center,宾夕法尼亚,Pennsylvania,ID1114050206,14926
Three Streams大西洋中部地区中心,Three Streams Mid-Atlantic Regional Center,马里兰,Maryland,ID1114050206,14927
三城投资区,"Tri-Cities Investment District, LLC",华盛顿,Washington,ID1116450229,14928
TriHaven投资集团有限责任公司,TriHaven Investment Group LLC,加利福尼亚,California,ID1435252133,14929
南加州TriHaven投资集团,TriHaven Investment Group Southern California,加利福尼亚,California,ID1514952731,14930
Tur Partners大都会区域中心,"Tur Partners Metropolitan Regional Center, LLC",伊利诺斯,Illinois,ID1332451293,14931
Tur Partners大都会区域中心,"Tur Partners Metropolitan Regional Center, LLC",印第安纳,Indiana,ID1332451293,14932
Tur Partners大都会区域中心,"Tur Partners Metropolitan Regional Center, LLC",威斯康星,Wisconsin,ID1332451293,14933
美国门户区域中心,"U.S. Gateway Regional Center, LLC",加利福尼亚,California,ID1211150648,14934
美国移民基金-佛罗里达,U.S. Immigration Fund - FL,佛罗里达,Florida,ID1236250924,14935
美国移民基金-新泽西,"U.S. Immigration Fund - NJ, LLC",新泽西,New Jersey,ID1236250925,14936
美国移民基金-纽约,U.S. Immigration Fund - NY,纽约,New York,ID1214350657,14937
美国移民局恢复基金NY,"U.S. Immigration Recovery Fund NY, LLC",纽约,New York,ID1307951111,14938
美属维尔京群岛区域中心,U.S. Virgin Islands Regional Center LLC,美属维京群岛,U.S. Virgin Islands (USVI),ID1419651807,14939
美国风险投资区域中心,"United Venture Regional Center, LLC",加利福尼亚,California,ID1034150055,14940
"Urban Commons Global, LLC","Urban Commons Global, LLC",加利福尼亚,California,ID1226950770,14941
US Access佛罗里达区域中心,"US Access Florida Regional Center, LLC",佛罗里达,Florida,ID1231850806,14942
美国EB5协会,US EB5 Association,德克萨斯,Texas,ID1422351845,14943
美国佛罗里达州EB5区域中心,US EB5 Florida Regional Center,佛罗里达,Florida,ID1034750109,14944
美国EB5内华达区域中心,"US EB5 Nevada Regional Center, LLC",内华达,Nevada,ID1034750106,14945
美国EB5纽约市区域中心,US EB5 New York City Regional Center,宾夕法尼亚,Pennsylvania,ID1034750108,14946
美国EB5纽约市区域中心,US EB5 New York City Regional Center,康涅狄格,Connecticut,ID1034750108,14947
美国EB5纽约市区域中心,US EB5 New York City Regional Center,纽约,New York,ID1034750108,14948
美国EB5纽约市区域中心,US EB5 New York City Regional Center,新泽西,New Jersey,ID1034750108,14949
USFC,"US Freedom Capital-Texas, LLC",德克萨斯,Texas,ID1229850791,14950
美国蒙大拿州能源区域中心,USA Montana Energy Regional Center,蒙大拿,Montana,ID1131850351,14951
美国ODI区域中心,"USA ODI Regional Center, LLC",维吉尼亚,Virginia,ID1418851801,14952
美国ODI区域中心,"USA ODI Regional Center, LLC",西维吉尼亚,West Virginia,ID1418851801,14953
美国ODI区域中心,"USA ODI Regional Center, LLC",马里兰,Maryland,ID1418851801,14954
美国区域中心,"USA Regional Center, LLC",加利福尼亚,California,ID1234850859,14955
USCFID乔治亚,USCFID Georgia LLC,乔治亚,Georgia,ID1414351763,14956
USCFID纽约,USCFID New York LLC,宾夕法尼亚,Pennsylvania,ID1421951844,14957
USCFID纽约,USCFID New York LLC,康涅狄格,Connecticut,ID1421951844,14958
USCFID纽约,USCFID New York LLC,新泽西,New Jersey,ID1421951844,14959
USCFID纽约,USCFID New York LLC,纽约,New York,ID1421951844,14960
USEGF佛罗里达区域中心,USEGF Florida Regional Center,佛罗里达,Florida,ID1502052556,14961
USHoldings区域中心,USHoldings Regional Center,南卡罗来纳,South Carolina,ID1201150567,14962
USHoldings区域中心,USHoldings Regional Center,乔治亚,Georgia,ID1201150567,14963
美国安居区域中心,USLiving Regional Center,德克萨斯,Texas,ID1313651139,14964
犹他州投资区域中心,"Utah Invest Regional Center, LLC",犹他州,Utah,ID1111650201,14965
犹他州区域投资基金有限责任公司,"Utah Regional Investment Fund, LLC",犹他州,Utah,ID1031910009,14966
Valley Inception 区域中心,Valley Inception Regional Center,加利福尼亚,California,ID1122050268,14967
维利亚区域中心,"Veria Regional Center, Inc.",纽约,New York,ID1407051702,14968
佛蒙特州商业及社区发展局,Vermont Agency of Commerce and Community Development,佛蒙特,Vermont,ID1031910148,14969
弗吉尼亚大西洋区域中心,"Virginia Atlantic Regional Center, LLC",维吉尼亚,Virginia,ID1129050335,14970
弗吉尼亚大西洋区域中心,"Virginia Atlantic Regional Center, LLC",北卡罗来纳,North Carolina,ID1129050335,14971
弗吉尼亚外国投资和创业中心,Virginia Center for Foreign Investment and Job Creation,维吉尼亚,Virginia,ID1111850202,14972
德州Vista EB-5商业联盟有限责任公司,Vistar’s EB-5 Business Alliance of Texas LLC,德克萨斯,Texas,ID1416451780,14973
"VR EB-5 Express, LLC","VR EB-5 Express, LLC",康涅狄格,Connecticut,ID1504452595,14974
"VR EB-5 Express, LLC","VR EB-5 Express, LLC",马萨诸塞州,Massachusetts,ID1504452595,14975
"VR EB-5 Express, LLC","VR EB-5 Express, LLC",新罕布什尔,New Hampshire,ID1504452595,14976
"VR EB-5 Express, LLC","VR EB-5 Express, LLC",罗德岛州,Rhode Island,ID1504452595,14977
华盛顿外商投资中心有限责任公司,"Washington Center for Foreign Investment, LLC",马里兰,Maryland,ID1129250337,14978
华盛顿发展区域中心,Washington Development Regional Center,华盛顿,Washington,ID1206950610,14979
华盛顿EB-5区域中心,"Washington EB-5 Regional Center, LLC",华盛顿,Washington,ID1427951905,14980
华盛顿外国投资管理集团（ＷＦＩＭＧ）EB-5区域中心,"Washington Foreign Investment Management Group, LLC",华盛顿,Washington,ID1334751341,14981
华盛顿投资区域中心,"Washington Investment Regional Center, LLC",华盛顿,Washington,ID1302851078,14982
华盛顿区域中心,Washington Regional Center,华盛顿,Washington,ID1031910020,14983
华盛顿州区域发展中心,Washington State Regional Center,华盛顿,Washington,ID1133950369,14984
Watercrest佛罗里达区域中心,"Watercrest Florida Regional Center, LLC",佛罗里达,Florida,ID1508452634,14985
Waylee投资有限责任公司,"Waylee Investment, LLC",加利福尼亚,California,ID1205350598,14986
WDS媒体区域中心,WDS Media Regional Center,加利福尼亚,California,ID1414251762,14987
西海岸区域中心,"West Coast Regional Center, Inc.",加利福尼亚,California,ID1400251560,14988
西海岸区域中心,"West Coast Regional Center, Inc.",内华达,Nevada,ID1400251560,14989
梅因盖特西部区域中心（原美国铭基区域中心）,"West Maingate Regional Center, LLC (former name US Maingate Regional Center, LLC)",加利福尼亚,California,ID1321251184,14990
West Penn Regional Center,West Penn Regional Center,宾夕法尼亚,Pennsylvania,ID1319251176,14991
西弗吉尼亚州EB-5区域中心,"West Virginia EB-5 Regional Center, LLC",西维吉尼亚,West Virginia,ID1420351824,14992
西弗吉尼亚州区域中心,"West Virginia Regional Center, LLC",西维吉尼亚,West Virginia,ID1226250763,14993
"West Washington United, LLC","West Washington United, LLC",华盛顿,Washington,ID1031910045,14994
西部资金区域中心,Western Capital Regional Center,加利福尼亚,California,ID1336551549,14995
西方财富区域中心,"Western Fortune Regional Center, LLC",加利福尼亚,California,ID1425151878,14996
西太平洋区域中心,"Western Pacific Regional Center, LLC",华盛顿,Washington,ID1418251794,14997
西太平洋区域中心,"Western Pacific Regional Center, LLC",加利福尼亚,California,ID1418251794,14998
西太平洋区域中心,"Western Pacific Regional Center, LLC",俄勒冈,Oregon,ID1418251794,14999
西华盛顿区域中心,Western Washington Regional Center LLC,华盛顿,Washington,ID1034250074,15000
Westgete奥兰多区域中心,"Westgate Orlando Regional Center, LLC",佛罗里达,Florida,ID1313351136,15001
Westmill中大西洋区域中心,Westmill Mid-Atlantic Regional Center LLC,哥伦比亚特区,District of Columbia,ID1033650029,15002
Westmill中大西洋区域中心,Westmill Mid-Atlantic Regional Center LLC,维吉尼亚,Virginia,ID1033650029,15003
Westmill中大西洋区域中心,Westmill Mid-Atlantic Regional Center LLC,马里兰,Maryland,ID1033650029,15004
Whatcom Opportunities RC,Whatcom Opportunities RC,华盛顿,Washington,ID1031910152,15005
白莲花集团区域中心,White Lotus Group Regional Center,内布拉斯加,Nebraska,ID1413351755,15006
白莲花集团区域中心,White Lotus Group Regional Center,爱荷华,Iowa,ID1413351755,15007
威斯康星州EB-5区域中心,Wisconsin EB5 Regional Center LLC,威斯康星,Wisconsin,ID1125750307,15008
威斯康星州伊利诺伊州EB-5区域中心,"Wisconsin-Illinois EB-5 Regional Center, Inc",伊利诺斯,Illinois,ID1130150344,15009
威斯康星州伊利诺伊州EB-5区域中心,"Wisconsin-Illinois EB-5 Regional Center, Inc",威斯康星,Wisconsin,ID1130150344,15010
Woodmont区域中心,"Woodmont Regional Center, LLC",新墨西哥,New Mexico,ID1302851079,15011
WW基石区域中心,"WW Cornerstone Regional Center, LLC",加利福尼亚,California,ID1505452607,15012
WWUV伍丁维尔区域中心,WWUV Woodinville Regional Center,华盛顿,Washington,ID1135350401,15013
Yareton投资基金区域中心,Yareton Investment Funds Regional Center,华盛顿,Washington,ID1120950251,15014
华盛顿Yellow Rock区域中心,"Yellow Rock Regional Center of Washington, LLC",华盛顿,Washington,ID1502652574,15015
蒙大拿州黄石区域中心,"Yellowstone Montana Regional Center, LLC",蒙大拿,Montana,ID1111050198,15016
YK区域中心,YK America Regional Center LLC,加利福尼亚,California,ID1031910113,15017
中宏区域中心,Zhonghong Regional Center LLC,加利福尼亚,California,ID1408351714,15018
